城市	酒店名称	酒店类型	地址	报价	酒店排名	综合评分	点评数	最热评价
哈尔滨	哈尔滨哈西万达锦江时尚公寓		哈尔滨南岗区中兴大道与和谐大道交叉口哈西万达SOHO公寓B座219室(办理入住)	¥ 599起	哈尔滨同档次酒店好评第252（共9755家）	4.8	318	老板娘人很好,服务热情。环境挺不错的,如果有个台灯就更好了
哈尔滨	哈尔滨龙唐大厦	高档型	哈尔滨松北区龙唐街99号	暂无报价	哈尔滨高档型酒店好评第85（共138家）	4.5	156	设施有点陈旧,但是也相当不错了。感觉一般,服务员也不热情
哈尔滨	玖玖爱公寓(哈西万达西客站店)		哈尔滨南岗区哈西万达广场SOHO A座11楼1117室	暂无报价	哈尔滨同档次酒店好评第1502（共9628家）	4.2		
哈尔滨	百家公寓(哈尔滨中央大街兆麟公园店)		哈尔滨道里区兆麟街90号麦凯乐国际公寓B栋7楼A12室	暂无报价	哈尔滨同档次酒店好评第1337（共9628家）	4.3	109	服务很好~位置也很方便,下楼就是大教堂
哈尔滨	哈尔滨美如家假日公寓		哈尔滨道里区经纬街71号经纬360大厦A座20楼2008室	暂无报价	哈尔滨同档次酒店好评第1478（共9628家）	4.2	212	楼层位置很好,感觉像家一样。在闹市中心,出行很方便
哈尔滨	哈尔滨恒庆宾馆		哈尔滨香坊区哈平路91号	暂无报价	哈尔滨同档次酒店好评第1730（共9628家）	4.0		
哈尔滨	哈尔滨大成宾馆		哈尔滨道里区太平国际机场北门服务区哈双路和空港一路	暂无报价	哈尔滨同档次酒店好评第1235（共9606家）	4.4	148	给我一个人一间家庭房,太大了。交通便利,吃饭也方便,房间里设施齐全
哈尔滨	哈尔滨伊甸园宾馆		哈尔滨平房区新疆大街28号	¥ 152起	哈尔滨同档次酒店好评第981（共10578家）	4.7	142	服务人员很热情,提出要求能及时解决。交通便利,离地铁站很近
哈尔滨	汉庭酒店(哈尔滨西大直街工大店)	经济型	哈尔滨南岗区西大直街192号(西大直街与桥南街交叉口)	暂无报价	哈尔滨经济型酒店好评第56（共134家）	4.5	170	酒店很不错早餐好吃。卫生干静整洁,服务很周到
哈尔滨	天竹宾馆(哈尔滨火车站机场大巴店)		哈尔滨南岗区松花江街6-14号	¥ 153起	哈尔滨同档次酒店好评第1138（共9628家）	4.5	909	这就是我们选择的最初原因。酒店服务不错,需求可以快速满足
哈尔滨	龙江快捷时尚宾馆(哈尔滨哈东火车站店)		哈尔滨道外区桦树街1号	暂无报价	哈尔滨同档次酒店好评第1597（共9628家）	4.1	119	没有上来就要好评,客房确实蛮干净的。人很热情
哈尔滨	新世界宾馆(哈尔滨太平国际机场店)		哈尔滨道里区太平镇先富村	暂无报价	哈尔滨同档次酒店好评第307（共9531家）	4.7	494	房间很大,服务态度很好服务很好。宾馆服务很满意,服务态度特别好
哈尔滨	仙人掌商务酒店(哈尔滨哈西万达广场店)		哈尔滨南岗区哈西万达公寓B座1楼	暂无报价	哈尔滨同档次酒店好评第1050（共9604家）	4.5		
哈尔滨	腾岳有间客栈(哈尔滨盟科视界店)		哈尔滨南岗区南直路181-9号盟科视界9栋B座1216室	暂无报价	哈尔滨同档次酒店好评第1303（共9628家）	4.4		
哈尔滨	麦凯乐四季家庭高档公寓(哈尔滨中央大街店)		哈尔滨道里区尚志大街东九道街77号麦凯乐G座710室	暂无报价	哈尔滨同档次酒店好评第1806（共9628家）	3.9		
哈尔滨	哈尔滨家缘宾馆		哈尔滨南岗区清华大街33号	暂无报价	哈尔滨同档次酒店好评第1460（共9628家）	4.3		
哈尔滨	北方航天宾馆(哈尔滨太平国际机场店)		哈尔滨道里区太平镇人民政府西北200米	暂无报价	哈尔滨同档次酒店好评第1326（共9536家）	4.3	149	总的来说还不错,各方面都还是令人满意的。离机场很近,车接车送,几分钟就能到
哈尔滨	哈尔滨蓝莓假日酒店式公寓		哈尔滨道里区经纬街61号经纬360大厦B座812室	暂无报价	哈尔滨同档次酒店好评第1741（共9628家）	4.0	51	位置:离中央大街和索菲亚大教堂都很近。经济实惠,热情好客
哈尔滨	北北快捷宾馆(哈尔滨春申街店)		哈尔滨南岗区春申街8号(哈尔滨火车站正对面)	暂无报价	哈尔滨同档次酒店好评第2197（共10279家）	3.4	41	非常好,房间干净,设施齐全。离哈站,机场大巴斤,很方便
哈尔滨	方糖公寓(哈尔滨哈西店)		哈尔滨南岗区和谐大道与北兴街交口悦城809室	暂无报价	哈尔滨同档次酒店好评第864（共9628家）	4.6		
哈尔滨	哈尔滨双喜快捷宾馆(哈尔滨医科大学附属第一医院店)		哈尔滨南岗区龙江街87号	暂无报价	哈尔滨同档次酒店好评第1781（共9628家）	3.9	53	位置很好,打车超级方便。各方面都挺好的,入住体验也不错
哈尔滨	哈尔滨假日美地快捷宾馆		哈尔滨香坊区农林三道街14号	暂无报价	哈尔滨同档次酒店好评第1681（共9628家）	4.0	22	除了没有电视其余都不错。让我觉得物超所值
哈尔滨	雪谷海涛金泽温泉小镇		五常山河屯林业局东升雪谷	暂无报价	哈尔滨同档次酒店好评第91（共10622家）	5.0	669	免费的早餐,很丰盛。老板很爽快,有求必应
哈尔滨	哈尔滨市道外区如景航运酒店	高档型	哈尔滨道外区江畔路19号	暂无报价	哈尔滨高档型酒店好评第99（共137家）	4.4	876	总体来说非常的满意。床垫子挺舒服,洗澡水非常好
哈尔滨	通达假日酒店(哈尔滨中央大街防洪纪念塔店)		哈尔滨道里区通达街164号	暂无报价	哈尔滨同档次酒店好评第1599（共9606家）	4.1	41	入住的很好很方便。基本还可以吧网上预定不错便宜
哈尔滨	明屿宾馆(哈尔滨哈西万达广场店)		哈尔滨南岗区西宁北路63号	¥ 110起	哈尔滨同档次酒店好评第155（共166家）	3.8	248	老板人好热情,环境舒适安静。地理位置很好
哈尔滨	漫画主题宾馆(哈尔滨中央大街店)		哈尔滨道里区高谊街37-3号	暂无报价	哈尔滨同档次酒店好评第773（共9605家）	4.6	412	地理位置很好。动漫主题房间孩子很喜欢
哈尔滨	哈尔滨奔跑吧青春太空舱青年旅舍		哈尔滨道里区友谊路14号2楼(百味斋右侧单元门上2楼)	暂无报价	哈尔滨同档次酒店好评第181（共9559家）	4.8	240	很好的一次体验。阿姨很热情
哈尔滨	哈尔滨民族舒适快捷宾馆		哈尔滨道里区地段街13号	暂无报价	哈尔滨同档次酒店好评第1622（共9628家）	4.1	129	老板很热情。服务态度很好,卫生还可以
哈尔滨	哈尔滨苹果假日公寓		哈尔滨南岗区中兴大道99号哈西商厦B座8楼802室	暂无报价	哈尔滨同档次酒店好评第1248（共9765家）	4.4	97	特价大床房,宽敞舒适,价格实惠
哈尔滨	北国假日公寓(哈尔滨中央大街店)		哈尔滨道里区经纬街61号360大厦B座1011室	暂无报价	哈尔滨同档次酒店好评第1311（共9628家）	4.4	383	关键是交通特别方便,去哪里都容易。交通很方便,离地铁口很近
哈尔滨	馨苑宾馆(哈尔滨中央大街店)		哈尔滨道里区建国街268号	¥ 130起	哈尔滨同档次酒店好评第1839（共9628家）	3.8	80	房间灯光不是很明亮
哈尔滨	如家华驿酒店(哈尔滨公路大桥店)	经济型	哈尔滨道里区河润街130号院内	暂无报价	哈尔滨经济型酒店好评第2108（共9628家）	2.7	8	酒店设施也很完善,床铺舒适,一夜好眠。工作人员很热情态度都很好
哈尔滨	全季酒店(哈尔滨景阳街中华巴洛克店)	舒适型	哈尔滨道外区景阳街318号	¥ 220起	哈尔滨舒适型酒店好评第69（共170家）	4.6	437	提前预订这里体验很好,住的舒服前台热情。住宿环境不错👍
哈尔滨	哈尔滨冬春旭公寓		哈尔滨南岗区中兴大街99号哈西商厦A座1909室	暂无报价	哈尔滨同档次酒店好评第1295（共9628家）	4.4		
哈尔滨	如家商旅酒店(哈尔滨江北学院路东尚睿春店)	舒适型	哈尔滨呼兰区学院路800号	暂无报价	哈尔滨舒适型酒店好评第61（共175家）	4.6	378	房间宽敞服务态度好停车方便。环境不错卫生好,打扫卫生及时热情
哈尔滨	哈尔滨天缘酒店式公寓		哈尔滨南岗区哈西万达SOHO公寓A座917室	暂无报价	哈尔滨同档次酒店好评第769（共9628家）	4.6	54	室内感觉非常好,下次还会预订。公寓的工作人员服务好
哈尔滨	金鹤宾馆(哈尔滨秋林医大一院地铁站店)	三星级	哈尔滨南岗区东大直街226号	暂无报价	哈尔滨三星级酒店好评第114（共226家）	4.5	135	早餐很丰富。明亮,前台服务热情、周到,房间很暖和
哈尔滨	莫泰酒店(哈尔滨会展中心珠江路地铁站店)	经济型	哈尔滨香坊区珠江路017号	暂无报价	哈尔滨经济型酒店好评第14（共137家）	4.7	511	酒店服务特别好。性价比很高看过点评才订的
哈尔滨	自安然酒店(哈尔滨冰雪大世界商业大学店)	高档型	哈尔滨松北区松北大道49号	暂无报价	哈尔滨高档型酒店好评第42（共138家）	4.6	321	比较商务的感觉,配套的设施齐全。很干净,位置也很好
哈尔滨	春天精品酒店(哈尔滨红旗大街店)	舒适型	哈尔滨香坊区公滨路368号	¥ 268起	哈尔滨舒适型酒店好评第23（共167家）	4.8	294	很满意的一次住宿,价格很便宜。感觉挺新,性价比很高
哈尔滨	雪谷小云农家院(雪谷风景区店)		五常山河屯林业局中国雪谷	暂无报价	哈尔滨同档次酒店好评第697（共9628家）	4.7	69	旅途结束,点评走起。干净又卫生小云一家热情好客
哈尔滨	哈尔滨一家公寓		哈尔滨南岗区中兴大道哈西万达公寓B座111	暂无报价	哈尔滨同档次酒店好评第1390（共9605家）	4.3		
哈尔滨	春天连锁宾馆(哈尔滨会展中心店)	经济型	哈尔滨道外区南直路291-6号	¥ 170起	哈尔滨经济型酒店好评第81（共137家）	4.4	263	床品很干净,位置方便,价格合理。价格实惠,服务态度很好
哈尔滨	春天公寓(哈尔滨哈西万达店)		哈尔滨南岗区中兴大道109号万达公寓A座333室	¥ 167起	哈尔滨同档次酒店好评第1093（共10333家）	4.5		
哈尔滨	百合休闲假日公寓(哈尔滨中央大街店)		哈尔滨道里区经纬街71号经纬360大厦A座1812室	暂无报价	哈尔滨同档次酒店好评第1781（共10358家）	4.1	191	酒店很不错,值得入住哦
哈尔滨	禧龙宾馆(哈尔滨中央大街店)	经济型	哈尔滨道外区南马路103号	暂无报价	哈尔滨经济型酒店好评第101（共125家）	4.2	170	环境很好。干净卫生服务好
哈尔滨	巴洛克酒店(哈尔滨中华巴洛克店)	高档型	哈尔滨道外区巴洛克南三道街55号	暂无报价	哈尔滨高档型酒店好评第59（共137家）	4.6	234	装修是极简ins风,很喜欢。酒店就在风情街里面
哈尔滨	金阳宾馆(哈尔滨太平国际机场店)		哈尔滨道里区太平国际机场空港一路3号	暂无报价	哈尔滨同档次酒店好评第806（共9606家）	4.6	78	老板热情的让我觉得我花了六十块钱都愧疚。老板娘人太好啦
哈尔滨	亚布力温泉滑雪度假别墅	舒适型	尚志亚布力滑雪旅游度假区青云小镇68号	暂无报价	哈尔滨舒适型酒店好评第14（共226家）	4.8	255	找到这家住所很满意了,价格实惠。房间大小刚好,洗漱用品都比较齐全
哈尔滨	派酒店(哈尔滨中央大街索菲亚教堂市医院店)	经济型	哈尔滨道里区一面街76号	暂无报价	哈尔滨经济型酒店好评第65（共137家）	4.5	584	朋友们,放心冲。总体来说还挺好
哈尔滨	哈尔滨蕴意快捷宾馆		哈尔滨南岗区铁路街208号	暂无报价	哈尔滨同档次酒店好评第2116（共9628家）	2.6		
哈尔滨	哈尔滨宝恒快捷宾馆		哈尔滨南岗区西宁北路45号	暂无报价	哈尔滨同档次酒店好评第2005（共9628家）	3.5	41	总的来说还不错,各方面都还是令人满意的。旁边就是万达广场,晚上特别热闹
哈尔滨	哈尔滨中意宾馆		哈尔滨呼兰区和平街(五金大楼西侧)宏大旅社楼1-3	暂无报价	哈尔滨同档次酒店好评第1562（共9628家）	4.2	45	没有难闻的味道,酒店虽不是很新。服务态度好,干净卫生,五星好评
哈尔滨	麗枫酒店(哈尔滨哈西火车站店)	舒适型	哈尔滨南岗区哈西大街35号深蓝杰座B2栋	¥ 316起	哈尔滨舒适型酒店好评第27（共175家）	4.8	579	位置特别好,停车方便,客房特别卫生干净。很热情,交流的过程也非常愉快
哈尔滨	卓越连锁酒店(哈尔滨花园街店)		哈尔滨南岗区花园街38号	暂无报价	哈尔滨同档次酒店好评第1525（共9628家）	4.2		
哈尔滨	汉庭酒店(哈尔滨冰雪大世界前进路店)	经济型	哈尔滨道里区前进路71号	暂无报价	哈尔滨经济型酒店好评第78（共126家）	4.4	76	是我们在哈尔滨三天住的最舒心的一天。没想到汉庭现在也这么棒了
哈尔滨	春天连锁宾馆(哈尔滨和兴地铁站师大夜市店)	经济型	哈尔滨南岗区和兴路149-3号	暂无报价	哈尔滨经济型酒店好评第92（共137家）	4.4	240	位置交通。位置不错,机场坐大巴可以到酒店
哈尔滨	哈尔滨最佳西方财富酒店	高档型	哈尔滨南岗区学府路368号	暂无报价	哈尔滨高档型酒店好评第87（共138家）	4.5	82	离地铁口很近的酒店。而且离地铁特别近,方便出行
哈尔滨	禄马酒店(哈尔滨工程大学地铁站店)	舒适型	哈尔滨南岗区文庙街19号(近工程大学地铁站)	暂无报价	哈尔滨舒适型酒店好评第10（共175家）	4.8	442	离学校近。住得很舒服,这个酒店性价比很好
哈尔滨	哈尔滨盛鑫快捷宾馆		哈尔滨南岗区邮政街324号	暂无报价	哈尔滨同档次酒店好评第1131（共9605家）	4.5	152	性价比很高的。离车站很近,楼下吃饭便利店都有
哈尔滨	悦朗主题宾馆(哈尔滨师大夜市店)		哈尔滨南岗区林家街23号	暂无报价	哈尔滨同档次酒店好评第704（共9628家）	4.7	38	非常满意
哈尔滨	缘士家青年旅馆(哈尔滨民生路店)		哈尔滨香坊区民生路309号2单元2层2号	暂无报价		暂无评分	3条点评	店主很温和,房间很干净,被褥也干净。性价比超高,屋里很暖和,老板人超好
哈尔滨	五常雪谷山川情驿站		五常山河屯林业局中国雪谷风景区	暂无报价	哈尔滨同档次酒店好评第96（共10619家）	5.0	384	雪很厚,可以上面打滚,绵密松软。老板很热情❤️‍🔥可以帮忙订车订票
哈尔滨	雪谷家鑫客栈		五常山河屯林业局东升雪谷	¥ 128起	哈尔滨同档次酒店好评第150（共10619家）	4.9	124	性价比很高,民宿的菜品味道也很好。整洁,通透,采光好,通风好,睡的很舒服
哈尔滨	哈尔滨居简酒店	高档型	哈尔滨松北区世茂大道科技二街918号	暂无报价	哈尔滨高档型酒店好评第46（共137家）	4.6	352	总的来说还不错,各方面都还是令人满意的
哈尔滨	22℃精品主题酒店(哈尔滨群力远大店)	高档型	哈尔滨道里区群力远大公寓B座19层	暂无报价	哈尔滨高档型酒店好评第43（共138家）	4.6	645	位置很不错,离音乐广场大雪人很近。酒店房间很干净,设施齐全,供暖足
